user screen name,att,RT?
FlaaaviaMaria,['PeroniaRepublic'],retweet
Tee168,['QBlueSkyQ'],tweet
GialventasAutos,[],tweet
Juan53638308,"['Enrique_GDP', 'Excelsior']",tweet
Conservtve67,"['SenTedCruz', 'BreitbartTexas']",tweet
jaakkyy_,['PaisaTweets_'],retweet
rcalafell,[],tweet
Wilo17996706,['AlanGarciaPeru'],tweet
Ceballos2591,[],tweet
Z59651,['Landslide1973'],retweet
notiro03,['charliekirk11'],retweet
tnmynatt,"['gbroh10', 'senatemajldr', 'SenateGOP', 'S']",tweet
_AriJimenez,['rgomezjunco'],retweet
jackiee_801,['JayyGamez'],retweet
DaveJTheTrib,['torontostar'],tweet
AbiWBC,[],tweet
rodolfo_adle,['SindArgTroll'],retweet
MarioVasquez131,['EdKrassen'],tweet
Martk0s,['SenTedCruz'],retweet
TiwtterCaparo,['2001OnLine'],retweet
bellazoe123,['grantstern'],tweet
elperrodelsur04,"['monerorape', 'Milenio']",retweet
shejo18,['eldiariodedross'],retweet
NicoSene,['afpfr'],retweet
r0xie_f0x,['EdKrassen'],tweet
Josegran13,['fisgonmonero'],retweet
yngboy_jake,['PaisaTweets_'],retweet
fuckdpen,['HOMEBOY187_'],retweet
COMBATWARRIOR5,"['born_summer62', 'tedcr']",tweet
Martk0s,['CBSNews'],retweet
joselfernandez,[],tweet
bestnaniever,"['SenTedCruz', 'BreitbartTexas']",tweet
siqlina,['HOMEBOY187_'],retweet
lolang1111,['LionelMedia'],retweet
AngieyNicola10,['elpopular_pe'],retweet
WitmerCarl,['EatonRose1'],tweet
robertgtr,[],tweet
JMRubi62,['ConsultaPara'],retweet
jj76634,[],tweet
BillEsteem,['Reuters'],tweet
AdrianaT9735,['fisgonmonero'],retweet
Jake65657658,['CB618444'],retweet
TrazodoneTony,['KarlousM'],retweet
JazzFan2,['SenTedCruz'],retweet
javsor318,['1spiritoftruth'],retweet
FrankMulder1,[],tweet
JonathanBrito89,"['alekboyd', 'DEAHQ', 'TheJusticeDept']",retweet
UsherLadyleah,['tedcruz'],tweet
Lobo_noticias,['lobo_noticias'],tweet
PumaIbarra,"['ActualidadRT', 'magdacoss']",retweet
4freedomamerica,['tedcruz'],tweet
FerchoBercian,"['RomeoBr_', 'kike_gonzalez7']",tweet
italopozo3,['DiariodeCaracas'],retweet
ivonnesolla,[],tweet
Fernand20365158,['revistaproceso'],tweet
HuppiesNetwork,[],tweet
lenguadeserpien,['AntiTelevisaMx'],retweet
quiet_nostalgia,['Bornabrit1'],retweet
xileenie,['KevinStAug'],tweet
Elsa_Leal,"['monerorape', 'Milenio']",retweet
kajohn1010,['DGPurser'],retweet
misaelfh,"['monerorape', 'Milenio']",retweet
florangelbf,['LuciLucia55'],retweet
PotIsRad,[],tweet
NormaFridaRoffe,['NachoRgz'],retweet
deboysen46,['johncardillo'],tweet
232103ep,['elcitizen'],tweet
BrianChapple14,['SafetyPinDaily'],retweet
UnEdgarSerio,['hdemauleon'],tweet
FoxatFox31,[],tweet
joselui60655162,['RegeneracionMx'],retweet
Estarguardado,"['PaladinFelix', 'lopezobrador_', 'EPN']",retweet
RosaliaSalazar_,['HOMEBOY187_'],retweet
balfrevargas,[],tweet
LeighLike1234,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
SidialiG,['HOMEBOY187_'],retweet
cieloazulcielon,"['monerorape', 'Milenio']",retweet
boxersforlife,['TXbonniejean'],retweet
cokesvo,['HOMEBOY187_'],retweet
ReaverBlade831,['charliekirk11'],retweet
linamirandaf,[],tweet
Resanance_,['HOMEBOY187_'],retweet
asterdog1,"['ROCKONOHIO', 'buzzman888', 'tedcruz', 'realDonaldTrump']",retweet
Ears2BigDrew66,['HOMEBOY187_'],retweet
ALVARO83465502,['AntiTelevisaMx'],retweet
ivonnesolla,[],tweet
x808beats,['tedcruz'],retweet
Joanofarc62,"['Barracuda_Bella', 'SenTedCruz', 'SenateGOP']",retweet
nehahav,[],tweet
Andrev26,['Vicdeabreu'],retweet
Ericcas25019551,"['monerorape', 'Milenio']",retweet
RayZubiri,[],tweet
CLawson10690869,['SoMexicans'],retweet
HbyHJewelry,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
maggie79222399,['thehill'],retweet
RogerAcuff1,"['Boyd_2650', 'SenTedCruz']",retweet
destrucdave,[],tweet
ArglwyddR,['realDonaldTrFan'],retweet
hartman62,['tedcruz'],tweet
Mandemic007,['DGPurser'],retweet
jmcavaM,['Bornabrit1'],retweet
LuisCarlosXV,['Vicdeabreu'],retweet
NoticiasAcaMx,[],tweet
JonathanBrito89,['alekboyd'],retweet
ChapulinColoRed,"['buzzman888', 'tedcruz']",tweet
UsherLadyleah,"['Joy_Villa', 'tedcruz']",tweet
ReporteNivelUno,[],tweet
AhmedsThong,['DPRK_News'],retweet
AttackBunny1970,['tedcruz'],tweet
50Pinkies,['EDNYnews'],retweet
CecyRam57774056,['DoliaEstevez'],retweet
El_Chapo_664,['DisneyFrozen'],retweet
Anngis,['AntiTelevisaMx'],retweet
JoseDeLaCruuzz,['Hold_Weight_'],retweet
cardionurse3,['EdKrassen'],tweet
_VianneyV_,['RollingStone'],retweet
clmpmm304,"['Chicago1Ray', 'jpyoung27', 'DanCovfefe1', 'GodGetslastWord', 'JoanneTirado09', 'Jillibean557', 'MICHELL59952525', 'KatTheHammer1']",tweet
PiaZamudio,['fisgonmonero'],retweet
Mariefountain88,"['SenTedCruz', 'BreitbartTexas']",tweet
Nutsandolts,[],tweet
econnol,['charliekirk11'],retweet
TelemundoNM,[],tweet
rolliesegura8,['HOMEBOY187_'],retweet
Nutsandolts,[],tweet
CovensureLLC,[],tweet
Chumy1964,"['Rigo1962', 'FiscaliadeChile']",retweet
packageman951,"['thomesinc', 'SenTedCruz', 'Senat']",retweet
DavidJones_now,['nytimes'],tweet
CovensureLLC,[],tweet
miguel_danteF,"['monerorape', 'Milenio']",retweet
FazAhm711,[],tweet
NewsMee,[],tweet
Schoelcher92,['afpfr'],retweet
erikakristaaa,['HOMEBOY187_'],retweet
deeg25,['realDonaldTrump'],tweet
NewsMee,[],tweet
MikePrisecaru,['SteveCasino1'],retweet
A92E,"['monerorape', 'Milenio']",retweet
Crewtzfeldt,"['montse__garcia', 'jordi_canyas']",tweet
streetwatch2,['charliekirk11'],retweet
HayleyGrovee,['Martin_cudi'],retweet
PuggieSue,['PressSec'],retweet
JesusJr168,"['sdpnoticias', 'lopezobrador_']",retweet
milliliana,['elcitizen'],retweet
GingerSnapz_27,['RodStryker'],tweet
panurgoypantag1,['TaniaGonz4lez'],retweet
Franhitchcock3,"['realDonaldTrump', 'tedcruz']",tweet
JG_Swifty,['GMA'],retweet
nyamentikeely,[],tweet
biggdawgtim,['charliekirk11'],retweet
MARIASILVIAMEDI,['SindArgTroll'],retweet
HbyHJewelry,['Bornabrit1'],retweet
Sock_kunn,['neryzord_1909'],retweet
danyrolBB,['SindArgTroll'],retweet
brenoc4114,['RepTimBurchett'],retweet
VileGoat,['realdonaldtrump'],tweet
javsor318,['Independent'],retweet
Santiag60810418,['HassNassar'],retweet
Twitt_Itches,['tedcruz'],retweet
DanTheSportsFan,[],tweet
LynniePoo3,['EdKrassen'],tweet
BouffardRon,['grantstern'],tweet
anneL5694,['Bornabrit1'],retweet
gi0vannitorres,['SenTedCruz'],retweet
oscar_Made713,['HOMEBOY187_'],retweet
MangusColorado,[],tweet
AllOutBubblegum,[],tweet
maferbava,[],tweet
Infobaires24,[],tweet
maximass1138,['grantstern'],tweet
leach_deanna,['TXbonniejean'],retweet
gloriamallarino,['HassNassar'],retweet
Putainpink,[],tweet
Legace_Abaga,['shotongoal247'],retweet
docmache,['HassNassar'],retweet
boy_govan,['tedcruz'],tweet
yesidembajador,['JulianFMartinez'],retweet
gstavgomez,['JulianFMartinez'],retweet
FormosaVincent,"['SenTedCruz', 'BreitbartTexas']",tweet
fibarda,['YouTube'],tweet
morgancap,['tedcruz'],tweet
dennissweatt,['grantstern'],tweet
lbutronp,"['yustedqueopina', 'FelipeCalderon']",retweet
kenaltima,['_pachecoJA'],retweet
jimymac,[],tweet
votethebluewave,['EdKrassen'],tweet
smarcello64,['realDonaldTrFan'],retweet
ty_p0wers,['HOMEBOY187_'],retweet
MaziesDaisies,['in_pubs'],retweet
HelenadeMuccio,['mtruzmanp'],retweet
JoseRaulCabrera,"['monerorape', 'Milenio']",retweet
santi797979,['HOMEBOY187_'],retweet
Paul59395337,['PressSec'],retweet
JulieSimpson174,['EdKrassen'],tweet
luisjasso991,"['monerorape', 'Milenio']",retweet
rocomadryn,['juan_demonte'],retweet
jaybluuee,['tedcruz'],tweet
jrjota4,['RafaNietoLoaiza'],retweet
ShereeW20707779,['johncardillo'],tweet
DamieGaray,['osoriochong'],tweet
Bunky7777,['Catheri17371327'],retweet
Estarguardado,"['cgf59', 'hdemauleon']",retweet
4freedomamerica,"['SenTedCruz', 'CBSPolitics']",retweet
Juls555,['vanguardiamx'],tweet
rac80,['tedcruz'],tweet
foreignxmade,['_pachecoJA'],retweet
acento_el,['DoliaEstevez'],retweet
dantearredondo,"['Isaack_de_Loza', 'katedelcastillo']",tweet
JavierVlasquez1,['HassNassar'],retweet
nickweebs12,['thehill'],retweet
gladys_chapo,['SonRefexiones'],retweet
ccoats2,['HOMEBOY187_'],retweet
Jake65657658,"['gbroh10', 'senatemajldr', 'SenateGOP', 'S']",tweet
Deso_66,['BrianK0505'],retweet
DebAnnMasterson,[],tweet
ssamtaoying,['liliilvolitacn1'],retweet
MalovysMonica,['RafaNietoLoaiza'],retweet
borntaurus1775,['grantstern'],tweet
NaborFelix,['AntiTelevisaMx'],tweet
anethh6,[],tweet
WendyVerran,['Bornabrit1'],retweet
IlaMilkEs,['JulianFMartinez'],retweet
punkassaudrey,['EDNYnews'],retweet
JTStone9,"['wvufanagent99a', 'SenTedCruz']",tweet
dazzlingblu,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
rWeReady2win,"['SwampysGhost', 'POTUS']",tweet
tysneruggio,"['jordanfish', 'Free_Ross']",retweet
beto__34,['fisgonmonero'],retweet
Drvaliente,['el_pais'],retweet
conexioncarlosc,[],tweet
ggerino,['carolina_rocha_'],retweet
EdgarcueroO,['HassNassar'],retweet
KurinecDorothy,['EdKrassen'],tweet
alejandradiaza8,['DoliaEstevez'],retweet
Antonio74922742,"['monerorape', 'Milenio']",retweet
TamaraLeigh_llc,"['born_summer62', 'tedcr']",tweet
Andy_Conda,['HOMEBOY187_'],retweet
alondrasteffani,['rgomezjunco'],retweet
reiersol,[],tweet
RhiannonKWY,['SafetyPinDaily'],retweet
GaFreeBird,['RealJamesWoods'],retweet
kind_Shaun,[],tweet
99_Princee,['HOMEBOY187_'],retweet
sher308,"['SenTedCruz', 'CBSPolitics']",retweet
NotABot7238,['HuffPost'],tweet
RomeoBr_,"['FerchoBercian', 'kike_gonzalez7']",tweet
HoneTweeter,"['MSNBC', 'NBCNews']",tweet
illa_lan,['barmore27'],retweet
JerseyGirl_555,['SenTedCruz'],retweet
walkerdl,['MarketWatch'],retweet
Rimen7,['AntiTelevisaMx'],retweet
VerdadPatle37,['mtruzmanp'],retweet
furttigen,"['SenTedCruz', 'BreitbartTexas']",tweet
J_nich4,['HOMEBOY187_'],retweet
4_scribe,"['SenTedCruz', 'BreitbartTexas']",tweet
saabelieves,['karolcummins'],tweet
logan402,['realDailyWire'],retweet
MSNSouthAfrica,[],tweet
jmlg05,['SandraTXAS'],tweet
vecino_azcatl,"['monerorape', 'Milenio']",retweet
gladys_chapo,['Charly_R_Yamin'],retweet
KenSnps,['aturnauer'],retweet
LisbonCut,"['monerorape', 'Milenio']",retweet
UnasVeritas,[],tweet
FloressB_19,['HOMEBOY187_'],retweet
alphaomega7878,['grantstern'],tweet
jayysavvv,['HOMEBOY187_'],retweet
ShawnnKehr,"['pebbles9010', 'nurseylu']",tweet
meleny_arellano,['_pachecoJA'],retweet
RPHFMVA2016,['EDNYnews'],retweet
7777MYNAME,['tedcruz'],tweet
PabloSarmientoD,['LongoTierra'],retweet
ScottPa29579912,['EdKrassen'],tweet
Anvrche,['HOMEBOY187_'],retweet
JustNiki13,['WGNMorningNews'],retweet
j_yaah,['adamcbest'],retweet
magzamu,['ImagendeVer'],retweet
RickStone_of_Tx,['tedcruz'],tweet
manny_walls,['Lyndie719'],retweet
RamosFrangy,['_pachecoJA'],retweet
Kadiq_,['HOMEBOY187_'],retweet
Juan_Bircher,['TelemundoNews'],retweet
RichSlaw,"['karli_bonne', 'TWITMO_INMATE']",tweet
FerrerR1,"['Miriam_Junne', 'FelipeC']",retweet
raumunz,['AristeguiOnline'],retweet
JocelynGtz31,['PaisaTweets_'],retweet
ErendiraZamora4,"['monerorape', 'Milenio']",retweet
CassieSux,['Atwitisborn'],tweet
tannispankecito,"['Miriam_Junne', 'FelipeC']",retweet
shirlynyvonne,[],tweet
MARYCHUY13,['UnoNoticias'],retweet
swaggadoro,['HOMEBOY187_'],retweet
mcnarchie,"['monerorape', 'Milenio']",retweet
tckalways,['SafetyPinDaily'],retweet
rosejuls77,['gspatton007'],retweet
Ga1Ce,['jenarovillamil'],retweet
cotten711,"['ImabitcSumtimes', 'SenTedCruz']",retweet
COMBATWARRIOR5,"['Lindalu827', 'mrwalsh__']",retweet
azjaybee,[],tweet
yumepeso,"['chapo_umr', 'papo_mhx']",tweet
Gutierrez884,['JulianFMartinez'],retweet
catriel224,['Winston_Dunhill'],retweet
paisasimpatica,['SophyCh_E'],retweet
Vin_NYC,['LionelMedia'],retweet
GlediaCubides,['RafaNietoLoaiza'],retweet
JewelsJones1,"['ImabitcSumtimes', 'SenTedCruz']",retweet
KINGxCOLMENERO,['adamcbest'],retweet
pannshytto,"['monerorape', 'Milenio']",retweet
ChepoML,"['Miriam_Junne', 'FelipeC']",retweet
GinniferHeard,['PressSec'],retweet
msargent55,['realDonaldTrFan'],retweet
BetsySharkey,['EdKrassen'],tweet
kimquilts55,['tedcruz'],tweet
THeinrich22,['CB618444'],retweet
soynadacreativo,[],tweet
kaptnj,['Rambobiggs'],retweet
jonturknet,[],tweet
jeremyfnts,['daniela_florezz'],retweet
Greiis_ch,['fisgonmonero'],retweet
betsynbo,['ChrisCuomo'],retweet
GameStopCentral,"['fit4aqueen3', 'realDonaldTrump', 'RealJamesWoods', 'senatemajldr', 'SenTedCruz', 'SenateGOP']",retweet
RakelSugar,"['ActualidadRT', 'magdacoss']",retweet
UnoNoticias,[],tweet
RPHFMVA2016,['TheJusticeDept'],retweet
SoyCafetera,[],tweet
SovereignNews,['LionelMedia'],retweet
MARYCHUY13,['El_Universal_Mx'],retweet
MazikeenRose,[],tweet
JefferyDMelton,"['ImabitcSumtimes', 'SenTedCruz']",retweet
mikeypat13,"['LNW4Trump', 'SenTedCruz', 'SenateGOP', 'POTUS']",retweet
SamuelAbravanel,['tedcruz'],tweet
hoesayydee,[],tweet
gomez_manchola,['HassNassar'],retweet
AliBrooke17,['adamcbest'],retweet
escorpio1759,"['REDI_Central', 'NicolasMaduro', 'vladimirpadrino', 'CeballosIchaso', 'ceofanb', 'PrensaFANB', 'ZODI14Yaracuy', 'ZODICARABOBO']",tweet
DRusso97,[],tweet
GGrandmag73,"['Libphobic', 'SenTedCruz']",retweet
Tokaise,['weaselzippers'],tweet
aristoteles67,['fisgonmonero'],retweet
angerose56,['PressSec'],retweet
RickontheBeach,"['mitchellreports', 'murphymike']",tweet
ComAlvz,['VickiOf'],retweet
Rhonda12071307,['SenTedCruz'],retweet
vote_trump1688,['PressSec'],retweet
NelsonJairoSan1,['HassNassar'],retweet
expressupdates,[],tweet
elmer_a_chile,"['Hope012015', 'Huf']",tweet
MariaDula,['politicomx'],retweet
Emoneyy_95,['SenTedCruz'],retweet
arq_fajardo,['HassNassar'],retweet
wynnesea,['TheSharpEdge1'],retweet
AlmanzarMedia,['AlmanzarMedia'],tweet
flo_knapp,['MrUnreleased'],tweet
NECROHUNTER666,"['Sonecito', 'almohadazo', 'MVStvOficial', 'TapiaFernanda']",tweet
markytos15,"['monerorape', 'Milenio']",retweet
cookinmaama,['in_pubs'],retweet
AbroquahJoshua,['Complex'],retweet
bch_plz,"['jordanfish', 'Free_Ross']",tweet
materphater,['SenTedCruz'],retweet
William07035454,['JulianFMartinez'],retweet
1MirandaAllen,['GoogleNews'],tweet
notaliberalmrj,"['Boyd_2650', 'SenTedCruz']",retweet
NoMlachupes,"['monerorape', 'Milenio']",retweet
salmalopez01,['HOMEBOY187_'],retweet
pmullr,"['jordanfish', 'Free_Ross']",retweet
Dhurtado13,['monerorape'],retweet
MtRushmore2016,"['WayneDupreeShow', 'tedcruz']",retweet
PegRothschild,"['VanityFair', 'DonWinslow']",retweet
GTO4Trump,"['Libphobic', 'SenTedCruz']",retweet
cangia48,['SafetyPinDaily'],retweet
gladys_chapo,['jorgeberry'],retweet
florentinobm,[],tweet
OwenL_1,['HOMEBOY187_'],retweet
Londied41,[],tweet
broodcow,['johncardillo'],tweet
cangelee,"['chuckwoolery', 'mrwalsh__']",retweet
AleksLacunza,"['monerorape', 'Milenio']",retweet
kaptnj,['charliekirk11'],retweet
DubLivitz,['bjcreigh'],retweet
loreangeles123,['AltStardust'],retweet
GrtAM,['RodStryker'],retweet
pettywap7teen38,['adamcbest'],retweet
politicayausa,[],tweet
chefboutwell,"['kerpen', 'realDonaldTrump', 'tedcruz']",tweet
joeyrval0909,['in_pubs'],retweet
Nelson69054056,['ActualidadRT'],retweet
bodisax2,['charliekirk11'],retweet
luaroalv,['ElyangelicaNews'],retweet
Santeboricua,['HOMEBOY187_'],retweet
mchitty61,"['SenTedCruz', 'dail']",retweet
NesOch08,[],tweet
melayne_mills,['funder'],tweet
lmontoya581,['HassNassar'],retweet
abrown_byrd,['SenTedCruz'],retweet
CanadiensFan,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
lapancarta,[],tweet
GustavoPecorino,['HCAQUILMES'],retweet
betsynbo,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
neftalopez1,"['yustedqueopina', 'FelipeCalderon']",retweet
topspeed200,"['monerorape', 'Milenio']",retweet
cazador2050,['ANIABELLO_R'],retweet
IngramScott8,"['LNW4Trump', 'SenTedCruz', 'SenateGOP', 'POTUS']",retweet
hthrjo,['tedcruz'],tweet
UnasVeritas,[],tweet
Mom2Queenie,['bjcreigh'],retweet
alley167,"['fit4aqueen3', 'realDonaldTrump', 'RealJamesWoods', 'senatemajldr', 'SenTedCruz', 'SenateGOP']",retweet
RedHatty_Social,[],tweet
hippieosma,['SophyCh_E'],retweet
BombiOjeda1,"['Valensens02', 'Azubustelo']",tweet
DrMartyFox,['SandraTXAS'],tweet
susjimiranda,['lasillarota'],retweet
mariapia270903,[],tweet
leosmimmie,['EdKrassen'],tweet
Kirk405,['LajeanThomas'],retweet
roblwilson,['nw_nicholas'],retweet
Patricia_Sanez,[],tweet
domvito61,"['CraigCo62', 'thinkprogress']",retweet
Cladimarce,['GustOlmos'],retweet
mcnarchie,['AntiTelevisaMx'],tweet
gdlcolorado,['GoogleNews'],tweet
salsanchezglam,"['monerorape', 'Milenio']",retweet
melpezz1,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
ursusnero,"['yustedqueopina', 'FelipeCalderon']",retweet
MARYCHUY13,['Milenio'],tweet
josephenderson,"['willmenaker', 'LyleJeremyRubin']",tweet
LoganRife,[],tweet
kasheem_1,['KarlousM'],retweet
PanaAlex4,[],tweet
iOTWclaudia,"['tommyhubb', 'realDonaldTrump', 'iOTWclaudia']",tweet
freedomfrank,['bigleaguepol'],retweet
FlynnJoycemarie,['tedcruz'],tweet
football_drew,"['SenTedCruz', 'BreitbartTexas']",tweet
RubyRedRose8,['charliekirk11'],retweet
rogerdragon,"['monerorape', 'Milenio']",retweet
liberty4mankind,['Rambobiggs'],retweet
popya00,['ScottPresler'],tweet
paisasimpatica,"['juane_ue', 'JEP_Colombia']",retweet
omar_delgado_,['rgomezjunco'],retweet
FQgrl,['UC_President'],tweet
gloriaminott,['thehill'],retweet
prodescobar,['HOMEBOY187_'],retweet
YousefYs1,['HOMEBOY187_'],retweet
CindySue821,['grantstern'],tweet
CGUzman365,['fisgonmonero'],retweet
BroSteveWinter,[],tweet
CHEESEBURGLAR45,['EdKrassen'],tweet
CDeBey,['EdKrassen'],tweet
miannimartinez,['SOSVzla_1'],retweet
nilix,['rosabelmonte'],retweet
gdlcolorado,['GoogleNews'],tweet
JDLumpkin,['charliekirk11'],retweet
rpmp22_chief,['thehill'],retweet
hparker48,[],tweet
atweetor,['grantstern'],tweet
JorgeLoboGama1,"['yustedqueopina', 'FelipeCalderon']",retweet
Eracsau,['fisgonmonero'],retweet
Guasipatitumo,['ElyangelicaNews'],retweet
MikeSisk12,['RodStryker'],retweet
LordalbertLord,['OtroMundoMD'],retweet
AthansChristi,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
JodyJ29610116,[],tweet
Rhonda12071307,['charliekirk11'],retweet
Sr_d_Ls_anillos,['GustOlmos'],retweet
JohnGor77222373,"['D66582775', 'LibertyIsBella1']",retweet
JustJenn_TX,['tedcruz'],tweet
victoriano1820,['AhMiraVosss'],retweet
pjbs1969,['ElyangelicaNews'],retweet
GenoGallaher,['SandraTXAS'],tweet
Conybiscus,['GustOlmos'],retweet
Fernand20365158,"['Rodick95', 'revistaproceso', 'FelipeCalderon', 'VicenteFoxQue', 'EPN']",retweet
jane_wendi,['adamcbest'],retweet
mikuri23,"['Caspappas', 'IngrahamAngle', 'realDonaldTrump']",tweet
Trumptrooper2,['gspatton007'],retweet
Latinoametrica,[],tweet
gdlcolorado,['GoogleNews'],tweet
rodolfo_adle,['PeroniaRepublic'],retweet
joshua1413,[],tweet
KidKush479,['tedcruz'],tweet
Aureliansage,[],tweet
kevinhaddad08,"['Barracuda_Bella', 'SenTedCruz', 'SenateGOP']",retweet
Cheryl49051562,['charliekirk11'],retweet
AgustynGonzlez1,"['Rafaherrera1983', 'JJesus']",retweet
juiceboyjulio,['nium001'],retweet
Magpemiranda,"['AristeguiOnline', 'Pontifex_es']",retweet
PhillipLaird,['RodStryker'],retweet
xjaguayo,"['monerorape', 'Milenio']",retweet
vsalazar1129,['_pachecoJA'],retweet
VillarrealM563,['fisgonmonero'],retweet
Enrique02045653,"['monerorape', 'Milenio']",retweet
starZship,[],tweet
nclsnavarro,[],tweet
Diario_deColima,[],tweet
davidg_21,['HassNassar'],retweet
ThatKidMedina54,['HOMEBOY187_'],retweet
molliesunshine1,['in_pubs'],retweet
profe_cortes,"['Miriam_Junne', 'FelipeC']",retweet
joanpritcher,[],tweet
Az_DALTONVEE,['YouTube'],tweet
Enriterminel,[],tweet
Chris_A10_USA,['gspatton007'],retweet
phyllis_tebo,"['killer100611', 'grantstern', 'TheDemCoalition']",tweet
CraigCo62,['thinkprogress'],tweet
labaz4,['ElyangelicaNews'],retweet
xiopocket,"['Miriam_Junne', 'FelipeC']",retweet
gdlcolorado,['GoogleNews'],tweet
gfen1956,"['dawg_lb', 'SenTedCruz']",tweet
DEETZ_,['tedcruz'],tweet
jdcomedy,['OwensDamien'],retweet
davidmnm09,['NachoRgz'],retweet
lostelementgems,['pebbles9010'],retweet
lewing99,['bjcreigh'],retweet
alfonso_74,['AntiTelevisaMx'],retweet
legallybae,['NYLawJournal'],retweet
consultor_ri,['AristeguiOnline'],retweet
mchitty61,['charliekirk11'],retweet
nopeyonekenopey,"['Patriot_Mom_17', 'SaraCarterDC']",retweet
mlwestie77,['SenTedCruz'],retweet
Chris_A10_USA,['gspatton007'],retweet
useche_olguin,"['OLGFERN', 'caracol1001', 'NTN24ve']",tweet
rivaasdgo,"['monerorape', 'Milenio']",retweet
UniversoStream1,[],tweet
AsiaMsSmiff,['HOMEBOY187_'],retweet
jrfrmem,"['JackPosobiec', 'realDonaldTrump']",tweet
40_sipper,['HOMEBOY187_'],retweet
gdlcolorado,['GoogleNews'],tweet
CampnAndKillin,['thehill'],retweet
cdeviar,['JulianFMartinez'],retweet
bobmcmillan,['nicole_hong'],retweet
HighImLuz,['HOMEBOY187_'],retweet
Br0kis_Khodoe,['TheSource'],retweet
IAMMelquist,[],tweet
dfutoryan,[],tweet
migangsal,['tedcruz'],tweet
ridawastii,['HOMEBOY187_'],retweet
cavs4life216,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
GonzaloBriganti,[],tweet
ISterchele,['Martin_cudi'],retweet
Laldaba1,['pedroferriz3'],tweet
GEMO6014,"['Miriam_Junne', 'FelipeC']",retweet
DiarioLaPrensa,[],tweet
LADude,['donwinslow'],tweet
Nashizam,['WSJGraphics'],tweet
sdpnoticias,['EPN'],tweet
sdpnoticias,['lopezobrador_'],tweet
Telemundo40,[],tweet
JulianM26904742,['minuto30com'],retweet
r3ach3r1,"['NachoRgz', 'YouTube']",tweet
empire1818,['NYTMetro'],retweet
ladyinlksd,['funder'],tweet
djbsuffolk,['HuffPost'],tweet
NETTVmalta,[],tweet
alfonso_74,['pacorodriguez'],retweet
TTolman,['grantstern'],tweet
Lupedafiasco,['HOMEBOY187_'],retweet
DananaMama,['BobBrinson1'],retweet
JosTamayo13,['EcuavisaShow_'],retweet
ivonnemelgar,"['CiroGomezL', 'EPN']",retweet
furttigen,['realDailyWire'],retweet
kirrinuchis,"['monerorape', 'Milenio']",retweet
DespiertaVer_,"['monerorape', 'Milenio']",retweet
June_r57,['schwarz'],tweet
GGrandmag73,"['RodStryker', 'tedcruz']",tweet
balticqueens,['tedcruz'],tweet
ErnestoMunguia,['DiegoPetersen'],retweet
glasgowc,"['SenTedCruz', 'BreitbartTexas']",tweet
EmilianoMtSn,['MysticDistance'],retweet
TrumpLaney,['tedcruz'],retweet
LoveThyTrump,['gspatton007'],retweet
ELOCCIDENTAL,[],tweet
derrickloza,['HOMEBOY187_'],retweet
915FakeNews,['elpasotimes'],tweet
RichGas8,['RepTimBurchett'],retweet
diegospano,['hanalfabeto'],retweet
chesanger,"['monerorape', 'Milenio']",retweet
phyllis_tebo,"['killer100611', 'TheDemCoalition', 'DonaldJTrumpJr']",tweet
balticqueens,['tedcruz'],tweet
SandiT17,['realDonaldTrFan'],retweet
JoshuaFalkin,['ScottAnthonyUSA'],retweet
Martinspartin,['HOMEBOY187_'],retweet
LRevenge15,['SafetyPinDaily'],retweet
NYLawJournal,[],tweet
ReyFeurtado,"['Lindalu827', 'mrwalsh__']",retweet
JulianRoman,['JulianFMartinez'],retweet
TexaLonestar,"['SwampysGhost', 'POTUS']",tweet
hoesayydee,['EdKrassen'],tweet
Misalethp1,"['VillalobosE', 'VicenteFoxQue', 'FelipeCalderon']",retweet
mostachoec,['BastaImpunidad'],retweet
ceciliag7326,['GustOlmos'],retweet
DelauderJandy,['Landslide1973'],retweet
HersheeeyKisses,['Complex'],retweet
TaxPro_SABP,"['TexasWood1448', 'tedcr']",tweet
Gerardogferrer1,[],tweet
MeliCervantes3,['AntiTelevisaMx'],tweet
Ginemed,['889romo'],tweet
ConradoCont,['CiroGomezL'],retweet
sacbee_news,[],tweet
pretoriana81,"['K_Ibarguen', 'JEP_Colombia']",retweet
leoncioblanco,['CARLOSFMEJIA'],tweet
TTolman,['funder'],tweet
Tsandere_,['_pachecoJA'],retweet
Red_Votes67,['C_3C_3'],retweet
Richard_Pumas07,"['monerorape', 'Milenio']",retweet
lorcavic,['rgomezjunco'],retweet
FreeStrawBiter,['SenTedCruz'],retweet
LDeepSJ,['Acosta'],tweet
Bendguez,['NachoRgz'],retweet
kris_lorr,['HOMEBOY187_'],retweet
gdiaz3,['AFPespanol'],retweet
iMoney_,[],tweet
elliotwhitter1,"['Boyd_2650', 'SenTedCruz']",retweet
No76334363,['Thomas1774Paine'],retweet
paulinatrillo_,[],tweet
